pk_order,fk_seller,fk_opportunity,dt_checkout_date,cohort,ds_type_of_load,adjusted_gmv,adjusted_net_revenue,adjusted_contribution_margin
a0b9N000000NO9ZQAW,0019N000004NDEFQA4,0069N000002j3TRQAY,2023-04-05,2023-04-05,Mixed,15456.7000,850.6000,850.6000
a0b9N000000NOfNQAW,00109000009gnBLAAY,0069N000002iAoTQAU,2023-04-05,2023-04-05,Mixed,4828.0000,1278.0000,1028.0000
a0b9N000000NahQQAS,0019N000004DPgiQAG,0069N000002kOADQA2,2023-04-13,2023-04-13,Mixed,8006.4000,230.4000,230.4000
a0b9N000000NiyZQAS,0019N000003BkypQAC,0069N000002ktGoQAI,2023-04-18,2023-03-23,Mixed,174557.2400,-230.9200,-939.9200
a0b9N000000NkrtQAC,00109000009gnWVAAY,0069N000002kO3EQAU,2023-04-18,2023-01-02,Mixed,10602.3000,1713.1400,213.1400
a0b9N000000NpAMQA0,0019N000002byH0QAI,"",2023-04-19,2023-03-08,Mixed,49448.9200,2733.8600,1283.8600
a0b9N000000OHBXQA4,0010900000YLAygAAH,0060900000LTZ0HAAX,2023-04-27,2023-01-19,Acquisition,78600.0000,1421.1000,684.0700
a0b9N000000OJFbQAO,0010900001THEmhAAH,0069N000002lwt2QAA,2023-04-28,2023-01-26,Mixed,25564.1200,1034.6200,-165.3800
a0b9N000000OamPQAS,00109000019J4cEAAS,0060900000LTZ0HAAX,2023-05-04,2023-01-09,Liquidation,78582.4000,1432.4000,132.4000
a0b9N000000PCpCQAW,00109000009gkKkAAI,0069N000002l3IyQAI,2023-05-11,2023-03-20,Mixed,8722.5000,1046.7000,46.7000
a0b9N000000PDPtQAO,00109000017SucwAAC,0069N000002nqtmQAA,2023-05-11,2023-01-17,Mixed,54797.0900,2020.8000,1340.8000
a0b9N000000PMVpQAO,00109000009gqrFAAQ,"",2023-05-16,2023-01-13,Acquisition,9234.0000,3832.0300,3832.0300
a0b9N000000PP3bQAG,0010900000YLAygAAH,0069N000002SRvtQAG,2023-05-17,2023-01-19,Mixed,179161.7200,3130.3600,1355.0500
a0b9N000000PR5CQAW,0019N000004FMv5QAG,0069N000002osdmQAA,2023-05-17,2023-03-21,Mixed,29700.1000,413.8700,-61.1300
a0b9N000000PSw9QAG,0010900000YLAygAAH,0069N000002SRvtQAG,2023-05-19,2023-01-19,Mixed,180513.8900,1579.9000,-197.8800
a0b9N000000PUl1QAG,00109000019J4cnAAC,0069N000002pJtVQAU,2023-05-22,2023-01-17,Liquidation,44208.1900,14.1900,-1584.5600
a0b9N000000PWh4QAG,0019N000004HcHeQAK,0069N000002iOLAQA2,2023-05-23,2023-03-24,Mixed,45042.1000,381.4700,381.4700
a0b9N000000Pi2EQAS,00109000009gnWVAAY,0069N000002o2twQAA,2023-05-30,2023-01-02,Mixed,9248.8500,1716.4300,216.4300
a0b9N000000PvdvQAC,00109000009gnyVAAQ,0069N000002efshQAA,2023-06-06,2023-01-24,Acquisition,27192.0000,5520.8000,5520.8000
a0b9N000000Q67pQAC,0010900000ivpuHAAQ,0069N000002atDcQAI,2023-06-12,2023-01-09,Acquisition,1785.0000,455.4800,455.4800
a0b9N000000QDa7QAG,00109000013Te7uAAC,0069N000002fxbVQAQ,2023-06-15,2023-01-17,Mixed,29699.7000,5168.1600,3635.9500
a0b9N000000Qas6QAC,00109000009gnWVAAY,0069N000002tXT6QAM,2023-06-21,2023-01-02,Mixed,8131.5000,1667.5800,167.5800
a0b9N000000QasGQAS,00109000009gnWVAAY,0069N000002tXT6QAM,2023-06-21,2023-01-02,Mixed,9041.9500,1857.6700,357.6700
a0b9N000000QatWQAS,0019N000004hfMLQAY,0069N000002uIArQAM,2023-06-21,2023-05-22,Mixed,87558.6200,753.2200,753.2200
a0b9N000000QbkZQAS,00109000009gqrFAAQ,"",2023-06-21,2023-01-13,Acquisition,12006.0000,5648.8800,5648.8800
a0b9N000000Qgr6QAC,0019N000003WT29QAG,0069N000002u9K0QAI,2023-06-23,2023-03-24,Acquisition,180645.4400,186.7700,-646.5000
a0b9N000000QmWYQA0,0010900000YLAygAAH,0069N000002SRvtQAG,2023-06-27,2023-01-19,Mixed,174722.9500,-499.2200,-2140.8100
a0b9N000000QmYZQA0,0019N00000481m5QAA,"",2023-06-27,2023-03-03,Mixed,323777.9500,11841.9500,11841.9500
a0b9N000000R5HAQA0,00109000009gsfhAAA,0069N000002w7BYQAY,2023-07-03,2023-03-08,Mixed,121796.7500,3057.6100,1107.6100
a0b9N000000RCfCQAW,0019N000004yqCUQAY,0069N000002wfn5QAA,2023-07-06,2023-07-06,Mixed,153860.3000,1745.5500,1145.5500
a0b9N000000RIpoQAG,00109000009gnyVAAQ,0069N000002efshQAA,2023-07-11,2023-01-24,Acquisition,26308.2000,6213.9000,6213.9000
a0b9N000000RLxAQAW,00109000019J4dRAAS,0069N000002Pm5jQAC,2023-07-12,2023-01-10,Liquidation,32724.0000,7474.0000,7054.0000
a0b9N000000RN7nQAG,00109000009gqrFAAQ,"",2023-07-13,2023-01-13,Acquisition,"","",""
a0b9N000000RPK3QAO,0019N000004HcHeQAK,"",2023-07-13,2023-03-24,Mixed,43965.4200,637.0600,303.1900
a0b9N000000RPfpQAG,00109000019J4dRAAS,0060900000LT9p2AAD,2023-07-14,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000RPkNQAW,00109000019J4dRAAS,0060900000LT9p2AAD,2023-07-14,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000RXfMQAW,0019N000003R2RSQA0,0069N000002bEdFQAU,2023-07-19,2023-02-15,Mixed,3507.9200,92.6600,92.6600
a0b9N000000Rb4bQAC,0019N000004FMv5QAG,0069N000002yMt2QAE,2023-07-20,2023-03-21,Mixed,159321.0100,3049.8300,2149.8300
a0b9N000000RbQLQA0,00109000009h59NAAQ,0069N0000028yMRQAY,2023-07-21,2023-01-04,Mixed,7488.0000,0.0000,-770.0000
a0b9N000000S26nQAC,0010900000BUgbwAAD,"",2023-08-07,2023-07-31,Mixed,95544.3000,13574.6000,13574.6000
a0b9N000000S4LHQA0,00109000019J4bVAAS,"",2023-08-09,2023-01-12,Liquidation,0.0000,"",""
a0b9N000000SAO3QAO,00109000019J4cEAAS,0060900000LTZ0HAAX,2023-08-12,2023-01-09,Liquidation,182046.2400,10686.2400,9741.2400
a0b9N000000SJbvQAG,0010900001LO5AWAA1,0069N0000033xanQAA,2023-08-22,2023-03-02,Mixed,4780.4700,780.2100,80.2100
a0b9N000000SP13QAG,00109000009gnWVAAY,0069N0000032p9NQAQ,2023-08-25,2023-01-02,Mixed,8897.1000,1885.9400,385.9400
a0b9N000000SaNsQAK,00109000017SucwAAC,"",2023-09-01,2023-01-17,Mixed,53521.2400,2481.1400,1976.1400
a0b9N000000StioQAC,00109000017SucwAAC,"",2023-09-08,2023-01-17,Mixed,52791.6000,1957.1400,1437.1400
a0b9N000000TZypQAG,0010900000FPTxxAAH,0069N0000038b8wQAA,2023-09-20,2023-09-20,Mixed,2117.2000,252.8000,252.8000
a0b9N000000TdQoQAK,0010900000IK8QWAA1,0069N0000036hdOQAQ,2023-09-21,2023-01-19,Acquisition,188580.7500,2050.5400,2050.5400
a0b9N000000TmOrQAK,00109000009gqrFAAQ,"",2023-09-25,2023-01-13,Acquisition,10974.0000,5212.1800,5212.1800
a0b9N000000TpgPQAS,0010900001TGvjuAAD,"",2023-09-26,2023-02-01,Liquidation,27799.2000,13305.6000,12055.6000
a0b9N000000TvHMQA0,00109000009gqrFAAQ,"",2023-09-27,2023-01-13,Acquisition,"","",""
a0b9N000000U89nQAC,0010900000YLAygAAH,"",2023-10-02,2023-01-19,Mixed,175428.1300,1908.0800,985.3700
a0b9N000000UCvDQAW,00109000019J4cEAAS,"",2023-10-04,2023-01-09,Liquidation,111825.0000,-630.7500,-1581.4300
a0b9N000000UPS1QAO,0019N000004HcHeQAK,0069N0000039F83QAE,2023-10-06,2023-03-24,Mixed,48504.7100,662.6900,600.3700
a0b9N000000WB3mQAG,00109000009gnWVAAY,0069N000003DFFsQAO,2023-10-18,2023-01-02,Mixed,8885.3200,1881.0500,381.0500
a0b9N000000Xa50QAC,0010900000BUgbwAAD,0069N000003CfRBQA0,2023-10-21,2023-07-31,Mixed,9038.1200,1709.7200,259.7200
a0b9N000000XdknQAC,00109000009gnWVAAY,0069N000003DFFsQAO,2023-10-23,2023-01-02,Mixed,9030.4800,1914.8400,414.8400
a0b9N000000YqX0QAK,0019N0000035zx2QAA,0069N000003GT0GQAW,2023-11-03,2023-10-06,Mixed,18849.4200,494.2700,-55.7300
a0b9N000000ZNzjQAG,0019N000005MpqyQAC,0069N000003CO8WQAW,2023-11-09,2023-11-09,Acquisition,69834.8000,694.4000,-5846.1500
a0b9N000000ZQ19QAG,00109000009gnWVAAY,0069N000003DFFsQAO,2023-11-10,2023-01-02,Mixed,9285.1000,1660.7700,160.7700
a0b9N000000ZsFsQAK,0010900000BUgbwAAD,0069N000003IGZeQAO,2023-11-21,2023-07-31,Mixed,9321.8000,1676.4000,226.4000
a0b9N000000ZybKQAS,0010900000BUgbwAAD,0069N000003IGZeQAO,2023-11-23,2023-07-31,Mixed,8675.8800,1572.2800,122.2800
a0b9N000000a9TMQAY,0019N000004HcHeQAK,"",2023-11-24,2023-03-24,Mixed,43072.8000,-472.6500,-572.6500
a0b9N000000aaV1QAI,0010900000BUgbwAAD,0069N000003IGZeQAO,2023-12-01,2023-07-31,Mixed,8383.9200,1412.7600,-7.2400
a0b9N000000adznQAA,0010900001TGvjuAAD,"",2023-12-04,2023-02-01,Liquidation,27213.0000,6137.4000,4807.4000
a0b9N000000agUmQAI,0019N000003b2wpQAA,"",2023-12-04,2023-12-04,Mixed,46853.3000,26853.3000,25953.3000
a0b9N000000bD6oQAE,0010900001JYg52AAD,"",2023-12-09,2023-01-30,Acquisition,"","",""
a0b9N000000bd6OQAQ,00109000009gnWVAAY,0069N000003OZOLQA4,2023-12-18,2023-01-02,Mixed,9583.6800,1907.2000,407.2000
a0b9N000000bkTHQAY,0010900000YLAygAAH,0069N000003RNPmQAO,2023-12-20,2023-01-19,Mixed,179610.9100,3282.1000,2482.1000
a0b9N000000brAQQAY,00109000019J4cEAAS,"",2023-12-21,2023-01-09,Liquidation,184138.0900,5664.4400,4379.4400
a0b9N000000c34kQAA,0019N000005RdlPQAS,"",2023-12-28,2023-11-29,Acquisition,"","",""
a0b9N000000ciNbQAI,00109000019J4cEAAS,"",2024-01-15,2023-01-09,Liquidation,179614.9400,4889.4400,4419.4400
a0b9N000000cj8yQAA,00109000019J4cEAAS,"",2024-01-15,2023-01-09,Liquidation,166264.8300,316.3900,-153.6100
a0b9N000000clhhQAA,0019N000004I0XRQA0,0069N000003ROfaQAG,2024-01-16,2023-03-21,Acquisition,56503.0000,-5869.4200,-6649.4200
a0b9N000000cvynQAA,00109000009gnWVAAY,0069N000003Uhu7QAC,2024-01-17,2023-01-02,Mixed,10094.2800,2009.4000,509.4000
a0b9N000000cyViQAI,00109000009gnWVAAY,0069N000003Uhu7QAC,2024-01-18,2023-01-02,Mixed,10128.4400,2019.6200,519.6200
a0b9N000000dDDeQAM,0019N000004Y3c3QAC,0069N000003T9n7QAC,2024-01-19,2023-05-08,Mixed,26688.0000,1776.6900,1076.6900
a0b9N000000dGcIQAU,00109000009gnWVAAY,0069N000003Uhu7QAC,2024-01-22,2023-01-02,Mixed,9650.2000,1921.0000,421.0000
a0b9N000000dH4lQAE,00109000019J4dRAAS,0060900000LT9p2AAD,2024-01-23,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000dJAqQAM,0010900000XVmooAAD,0069N000003WlfKQAS,2024-01-26,2023-02-14,Mixed,14144.3600,2156.8600,906.8600
a0b9N000000dMR3QAM,0019N000003qPBeQAM,0069N000003XFZMQA4,2024-01-31,2023-01-25,Mixed,49108.0600,1072.1700,-27.8300
a0b9N000000dOf0QAE,0010900001JVBuiAAH,0069N000003XUPgQAO,2024-02-02,2024-02-02,Mixed,16500.1000,1279.2000,579.2000
a0b9N000000dPNcQAM,00109000019J4cnAAC,0060900000LT9p2AAD,2024-02-05,2023-01-17,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000dPvuQAE,00109000009gnWVAAY,0069N000003Uhu7QAC,2024-02-06,2023-01-02,Mixed,10119.9000,2011.0800,511.0800
a0b9N000000dR7wQAE,0019N000006B3m9QAC,0069N000003YPCGQA4,2024-02-08,2024-02-08,Mixed,19906.7200,1603.3600,803.3600
a0b9N000000dRWzQAM,0019N000002iiNpQAI,0069N000003RBtLQAW,2024-02-09,2023-12-07,Acquisition,"","",""
a0b9N000000db8eQAA,0019N000002iiNpQAI,0069N000003RBtLQAW,2024-02-13,2023-12-07,Mixed,185318.4000,1896.9800,446.9800
a0b9N000000df3nQAA,00109000019J4dRAAS,0060900000LT9p2AAD,2024-02-26,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000dfjqQAA,00109000013Te7uAAC,0069N000002fxbVQAQ,2024-02-28,2023-01-17,Acquisition,"","",""
a0b9N000000dfrCQAQ,00109000019J4cEAAS,"",2024-02-28,2023-01-09,Liquidation,130212.9400,"",""
a0b9N000000dfzlQAA,00109000009gqrFAAQ,"",2024-02-29,2023-01-13,Acquisition,"","",""
a0b9N000000di7KQAQ,00109000009gqrFAAQ,"",2024-03-04,2023-01-13,Acquisition,"","",""
a0b9N000000dloxQAA,0019N00000577L6QAI,"",2024-03-14,2024-03-13,Acquisition,"","",""
a0b9N000000IufmQAC,0010900000vdhSCAAY,"",2023-01-11,2023-01-11,Mixed,60337.5000,-1763.5000,-1763.5000
a0b9N000000J5xKQAS,00109000017SucwAAC,0060900000JGcd1AAD,2023-01-17,2023-01-17,Mixed,72815.7600,6641.4600,3436.4400
a0b9N000000JIjqQAG,00109000019J4cEAAS,0069N000002SQWYQA4,2023-01-24,2023-01-09,Liquidation,210158.8100,3826.0200,2251.9700
a0b9N000000K05xQAC,00109000009gr7ZAAQ,0069N000002ahiRQAQ,2023-02-09,2023-02-09,Mixed,2359.1200,470.7200,386.0200
a0b9N000000KThoQAG,00109000017SucwAAC,0060900000JGcd1AAD,2023-02-15,2023-01-17,Mixed,52036.6600,3470.2700,570.2700
a0b9N000000KpdyQAC,00109000009h59NAAQ,0069N000002aLEPQA2,2023-02-21,2023-01-04,Mixed,15330.0000,4445.7000,3165.7000
a0b9N000000KsPKQA0,0019N000004450UQAQ,0069N000002cO1YQAU,2023-02-22,2023-02-22,Mixed,4416.4000,325.8000,325.8000
a0b9N000000LU1wQAG,00109000019J4cEAAS,0060900000JHJnbAAH,2023-02-24,2023-01-09,Liquidation,194885.7500,-5634.5700,-6090.8600
a0b9N000000Ln8eQAC,00109000009grgzAAA,"",2023-03-02,2023-03-02,Mixed,81.0000,81.0000,341.8000
a0b9N000000MfToQAK,00109000019J4dRAAS,0060900000LT9p2AAD,2023-03-17,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000MwrRQAS,00109000017Se3TAAS,0069N000002gheYQAQ,2023-03-28,2023-01-30,Mixed,10428.2400,1516.0400,1086.0400
a0b9N000000NEFwQAO,0019N000002byH0QAI,0069N000002iiHNQAY,2023-04-03,2023-03-08,Mixed,53791.7500,3458.3100,558.3100
a0b9N000000NJ3TQAW,0019N000003lqRUQAY,0069N000002eRA2QAM,2023-04-04,2023-01-16,Acquisition,"","",""
a0b9N000000NNQWQA4,0019N000003R2RSQA0,0069N000002bEdFQAU,2023-04-05,2023-02-15,Mixed,375.8700,8.9100,28.9100
a0b9N000000NOshQAG,00109000013Te7uAAC,0069N000002fxbVQAQ,2023-04-06,2023-01-17,Acquisition,198305.2500,5567.2100,5567.2100
a0b9N000000NQu2QAG,00109000019J4cEAAS,0060900000JHJnbAAH,2023-04-06,2023-01-09,Liquidation,198321.6000,5544.8600,4049.2400
a0b9N000000NqrrQAC,00109000009go48AAA,0069N000002l7TbQAI,2023-04-20,2023-02-28,Mixed,3190.5000,421.5000,421.5000
a0b9N000000Nt8uQAC,00109000009gqrFAAQ,"",2023-04-20,2023-01-13,Acquisition,2209.8000,2157.6000,2157.6000
a0b9N000000NtM6QAK,00109000009gqrFAAQ,"",2023-04-20,2023-01-13,Acquisition,13932.0000,7238.9600,7238.9600
a0b9N000000Ny5xQAC,0019N000003MnlTQAS,0069N000002jRbOQAU,2023-04-24,2023-01-04,Mixed,103713.5000,27212.9000,8012.2300
a0b9N000000O0uoQAC,00109000009gnyVAAQ,0069N000002efshQAA,2023-04-24,2023-01-24,Acquisition,26070.0000,4108.0000,4108.0000
a0b9N000000OsSRQA0,0019N000004N8HTQA0,"",2023-05-08,2023-04-18,Mixed,13792.4000,3091.4000,2291.4000
a0b9N000000OszkQAC,0019N000004Y3c3QAC,0069N000002nN5OQAU,2023-05-08,2023-05-08,Mixed,22499.2000,1464.1700,614.1700
a0b9N000000PIiKQAW,00109000009gqrFAAQ,"",2023-05-12,2023-01-13,Acquisition,"","",""
a0b9N000000PJlXQAW,00109000009gsMkAAI,0069N000002oVQXQA2,2023-05-15,2023-01-04,Mixed,1794.6500,364.6500,364.6500
a0b9N000000PQBvQAO,0019N000002ecj3QAA,0069N000002SRvtQAG,2023-05-17,2023-04-06,Mixed,169864.4800,5810.6400,3710.6400
a0b9N000000PtOEQA0,00109000009gkU6AAI,0060900000JHpe2AAD,2023-06-05,2023-01-02,Mixed,287804.0000,3270.5000,3270.5000
a0b9N000000Q7SVQA0,00109000009gkOwAAI,0069N000002t3owQAA,2023-06-12,2023-03-01,Mixed,174830.2800,1567.7300,133.7500
a0b9N000000QBKVQA4,0010900000YcbW8AAJ,0069N000002tPFqQAM,2023-06-14,2023-06-14,Mixed,45802.0900,2762.0900,2312.0900
a0b9N000000QasBQAS,00109000009gnWVAAY,0069N000002tXT6QAM,2023-06-21,2023-01-02,Mixed,8437.3000,1733.2600,233.2600
a0b9N000000QbWuQAK,00109000009gqrFAAQ,"",2023-06-21,2023-01-13,Acquisition,10212.0000,4654.1000,4654.1000
a0b9N000000QejDQAS,00109000017SucvAAC,"",2023-06-22,2023-04-03,Mixed,231635.0000,6782.9000,6782.9000
a0b9N000000QfeoQAC,0019N000003WT29QAG,0069N000002u9K0QAI,2023-06-23,2023-03-24,Acquisition,176181.2950,1707.7050,876.0650
a0b9N000000QmVzQAK,0010900000YLAygAAH,0069N000002SRvtQAG,2023-06-27,2023-01-19,Mixed,174375.8800,139.4200,-1504.6900
a0b9N000000Qmi0QAC,0019N000004FCFlQAO,0069N000002g4MhQAI,2023-06-27,2023-06-27,Mixed,28594.2900,3486.0600,1667.7500
a0b9N000000RCAXQA4,0010900000ivpuHAAQ,0069N000002atDcQAI,2023-07-06,2023-01-09,Acquisition,1743.0000,482.4800,482.4800
a0b9N000000RN8LQAW,00109000009gqrFAAQ,"",2023-07-13,2023-01-13,Acquisition,13490.4000,7458.2500,7458.2500
a0b9N000000RNgIQAW,00109000009gqrFAAQ,"",2023-07-13,2023-01-13,Acquisition,11957.4000,5762.9600,5762.9600
a0b9N000000RPfzQAG,00109000019J4dRAAS,0060900000LT9p2AAD,2023-07-14,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000RPjFQAW,00109000019J4dRAAS,0060900000LT9p2AAD,2023-07-14,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000RTcYQAW,00109000017SucwAAC,0069N000002yDmAQAU,2023-07-17,2023-01-17,Mixed,45912.9700,1306.4700,706.4700
a0b9N000000RWenQAG,00109000009gnyVAAQ,0069N000002ySAPQA2,2023-07-19,2023-01-24,Mixed,48923.8000,4037.8000,2747.8000
a0b9N000000RbhbQAC,0010900000IK8QWAA1,0069N000002yn1NQAQ,2023-07-21,2023-01-19,Acquisition,184475.4400,2579.5200,2579.5200
a0b9N000000RmbSQAS,00109000009gnWVAAY,0069N000002xrfyQAA,2023-07-27,2023-01-02,Mixed,8667.0000,1830.8000,330.8000
a0b9N000000RpkjQAC,00109000009gsMkAAI,"",2023-07-28,2023-01-04,Acquisition,24788.4000,2301.7600,2301.7600
a0b9N000000RyHYQA0,00109000017SucwAAC,0069N0000030vWqQAI,2023-08-03,2023-01-17,Mixed,43606.0300,1202.5500,522.5500
a0b9N000000S4blQAC,0019N000004JzAQQA0,0069N0000031yyoQAA,2023-08-09,2023-04-04,Mixed,8857.5000,1300.3000,1300.3000
a0b9N000000S5uFQAS,0010900000ivpuHAAQ,0069N000002atDcQAI,2023-08-10,2023-01-09,Acquisition,1701.0000,479.6400,479.6400
a0b9N000000SAewQAG,0010900000YLAygAAH,"",2023-08-14,2023-01-19,Acquisition,182160.0000,10804.0200,10104.0200
a0b9N000000SRpUQAW,0010900000X2n0wAAB,"",2023-08-28,2023-01-17,Mixed,51559.2000,350.8500,-655.3500
a0b9N000000SidsQAC,00109000009gnWVAAY,0069N0000032p9NQAQ,2023-09-05,2023-01-02,Mixed,8474.1000,1799.3200,299.3200
a0b9N000000SkF3QAK,00109000017SucwAAC,"",2023-09-06,2023-01-17,Mixed,49572.6000,1987.2700,1482.2700
a0b9N000000TXTtQAO,00109000009gqrFAAQ,"",2023-09-19,2023-01-13,Acquisition,11516.8000,5469.3100,5469.3100
a0b9N000000TghDQAS,0019N000003Q5SlQAK,0069N0000038q7oQAA,2023-09-21,2023-01-25,Mixed,13720.0000,714.0000,714.0000
a0b9N000000Tm4dQAC,0019N000004HcHeQAK,0069N0000039HFFQA2,2023-09-25,2023-03-24,Mixed,55027.4600,2515.1400,447.4100
a0b9N000000Tp2VQAS,00109000019J4dRAAS,"",2023-09-26,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000TvrKQAS,0010900000ivpuHAAQ,0069N000002atDcQAI,2023-09-27,2023-01-09,Acquisition,2006.0000,714.3600,714.3600
a0b9N000000U7RrQAK,0019N000005EuZuQAK,0069N000002fxbVQAQ,2023-10-02,2023-09-12,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000VlDZQA0,0010900000BUgbwAAD,0069N000003CfRBQA0,2023-10-13,2023-07-31,Mixed,9756.2800,1832.6800,412.6800
a0b9N000000W4sFQAS,0019N000005NECqQAO,"",2023-10-16,2023-10-16,Mixed,25788.0000,3008.4000,2558.4000
a0b9N000000ZSHEQA4,00109000019J4cnAAC,0060900000LT9p2AAD,2023-11-13,2023-01-17,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000ZaK4QAK,0010900000ivpuHAAQ,"",2023-11-15,2023-01-09,Acquisition,2210.0000,917.7300,917.7300
a0b9N000000ZyaMQAS,00109000009gnWVAAY,"",2023-11-23,2023-01-02,Mixed,8367.6000,1491.0600,-8.9400
a0b9N000000a9TbQAI,0019N000004HcHeQAK,"",2023-11-24,2023-03-24,Mixed,88132.0600,-1250.1000,-1250.1000
a0b9N000000aHlqQAE,0010900000ivpuHAAQ,"",2023-11-28,2023-01-09,Acquisition,1932.0000,848.0900,848.0900
a0b9N000000aII0QAM,00109000009gqrFAAQ,"",2023-11-28,2023-01-13,Acquisition,8769.6000,4216.9700,4216.9700
a0b9N000000aZyMQAU,00109000019J4dRAAS,"",2023-12-01,2023-01-10,Liquidation,23265.0000,10989.0000,9619.0000
a0b9N000000aaSJQAY,0010900000BUgbwAAD,0069N000003IGZeQAO,2023-12-01,2023-07-31,Mixed,8622.8400,1459.0400,-60.9600
a0b9N000000ak1NQAQ,0010900001FkVRqAAN,0069N000002dD49QAE,2023-12-05,2023-12-05,Mixed,15616.0000,732.0000,732.0000
a0b9N000000be3LQAQ,0010900001TGvjuAAD,0069N000003EnaeQAC,2023-12-18,2023-02-01,Liquidation,21769.1600,-20046.0400,-20046.0400
a0b9N000000bjrmQAA,0010900001TGvjuAAD,"",2023-12-20,2023-02-01,Liquidation,12216.5500,-2312.7500,-3852.7500
a0b9N000000bleIQAQ,0019N0000050bOCQAY,0069N000003NVDgQAO,2023-12-21,2023-07-14,Liquidation,21251.0600,1485.7900,1485.7900
a0b9N000000bufMQAQ,00109000009gqrFAAQ,"",2023-12-27,2023-01-13,Acquisition,11426.4000,6471.5700,6471.5700
a0b9N000000c35YQAQ,0019N000005RdlPQAS,"",2023-12-28,2023-11-29,Acquisition,"","",""
a0b9N000000cApJQAU,00109000009gnWVAAY,0069N000003OZOLQA4,2024-01-04,2023-01-02,Mixed,9237.9600,1835.1800,335.1800
a0b9N000000cQfzQAE,00109000019J4dRAAS,"",2024-01-09,2023-01-10,Liquidation,167164.8700,9622.3700,7222.3700
a0b9N000000cXstQAE,0019N00000650oIQAQ,0069N000003TwdNQAS,2024-01-11,2024-01-11,Mixed,7840.0000,640.0000,460.0000
a0b9N000000cXxoQAE,00109000019J4dRAAS,0069N000003IpgOQAS,2024-01-11,2023-01-10,Liquidation,31614.0000,6706.0000,6256.0000
a0b9N000000ckogQAA,0010900000X2n0wAAB,"",2024-01-15,2023-01-17,Mixed,39607.0900,1508.9900,908.9900
a0b9N000000dP2VQAU,0019N0000033GPqQAM,0069N000003X6xiQAC,2024-02-03,2024-02-03,Mixed,10298.2500,3432.7500,982.7500
a0b9N000000dPIhQAM,00109000011ihSOAAY,0069N000003X8R9QAK,2024-02-05,2024-01-30,Acquisition,3744.0000,864.0000,864.0000
a0b9N000000dSHeQAM,0019N000003XnZzQAK,0069N000003L4PVQA0,2024-02-12,2024-01-19,Acquisition,"","",""
a0b9N000000dbrHQAQ,00109000011ihSOAAY,0069N000003X8R9QAK,2024-02-15,2024-01-30,Acquisition,3198.0000,738.0000,738.0000
a0b9N000000dbrpQAA,0019N000005cM6KQAU,0069N000003SnFvQAK,2024-02-15,2023-12-04,Acquisition,"","",""
a0b9N000000ddGJQAY,0010900000ivpuHAAQ,0069N000003QKHvQAO,2024-02-19,2023-01-09,Acquisition,"","",""
a0b9N000000ddH7QAI,0019N000003XmyfQAC,0069N000003ZSs1QAG,2024-02-19,2023-05-09,Acquisition,"","",""
a0b9N000000dlWIQAY,00109000009gqrFAAQ,"",2024-03-14,2023-01-13,Acquisition,"","",""
a0bOj000001fVDlIAM,0019N000003b2wpQAA,0069N000003bPYoQAM,2024-04-02,2023-12-04,Acquisition,"","",""
a0b9N000000Ih4HQAS,00109000009gkb7AAA,0069N000002OVGoQAO,2023-01-02,2023-01-02,Mixed,44732.7500,2014.8500,564.8500
a0b9N000000IpHEQA0,00109000009gnWVAAY,0069N000002RICGQA4,2023-01-09,2023-01-02,Mixed,9440.2000,1783.7200,283.7200
a0b9N000000IqwaQAC,0010900000ve20RAAQ,"",2023-01-01,2023-01-01,Mixed,161402.0700,484.4900,29.0400
a0b9N000000JA9IQAW,00109000009grTlAAI,0069N000002WhujQAC,2023-01-18,2023-01-18,Mixed,49787.2000,1243.2000,1243.2000
a0b9N000000JAofQAG,0010900000IK8QWAA1,0069N000002SQWYQA4,2023-01-19,2023-01-19,Acquisition,210261.6000,-1732.5100,-2196.2300
a0b9N000000JAz9QAG,00109000009gr9BAAQ,0069N000002VjJRQA0,2023-01-19,2023-01-19,Acquisition,16173.7500,3705.0000,2605.0000
a0b9N000000JCSrQAO,0019N000003asCPQAY,0069N000002SWDIQA4,2023-01-19,2023-01-19,Mixed,24909.0000,2173.0500,1363.0500
a0b9N000000JJEFQA4,00109000017SucwAAC,0060900000JGcd1AAD,2023-01-24,2023-01-17,Mixed,66400.1600,4388.5900,1488.5900
a0b9N000000JJRJQA4,0019N000003Xf8OQAS,0069N000002Hi6AQAS,2023-01-24,2023-01-24,Liquidation,49978.7200,3999.5200,3049.5200
a0b9N000000JV0mQAG,0019N000003lqRUQAY,0069N000002YtNYQA0,2023-01-30,2023-01-16,Acquisition,27328.8000,-11274.4000,-11274.4000
